15-10-7 下午5:03
项目统计

     	   片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	85058	357064	3054896	3357899	  1870	
剩余：  	71733	336795	2932578	3228446	  1870	
独特：  	42566	270601	2279580	2537858	  1870	
剩余独特：	42381	268752	2268528	2525019	  1870	


单文件统计：

文件名                                                       	 总片段	剩余片段	独特片段	剩余独特片段	 总计词汇	 剩余词汇	 独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
window/removekeyboardshortcut.html                        	  26	  18	   6	     6	   67	   56	   41	    41	     650	      586	      371	        371	     694	      627	      409	        409	
window/removewindowtimer.html                             	  24	  16	   6	     6	   61	   50	   26	    26	     519	      455	      253	        253	     559	      492	      276	        276	
window/resizewindow.html                                  	  24	  17	  11	    11	  111	  102	   94	    94	     683	      626	      552	        552	     773	      714	      638	        638	
window/setactivewindow.html                               	  23	  14	   7	     7	   69	   57	   50	    50	     522	      451	      341	        341	     571	      497	      387	        387	
window/setwindowcallback.html                             	  73	  67	  43	    43	  268	  260	  243	   243	    2690	     2636	     2276	       2276	    2905	     2849	     2489	       2489	
window/setwindowcolor.html                                	  29	  21	   8	     8	  101	   90	   63	    63	     741	      677	      436	        436	     814	      747	      494	        494	
window/SetWindowData.html                                 	  27	  19	   7	     7	   70	   59	   30	    30	     621	      557	      329	        329	     665	      598	      355	        355	
window/setwindowstate.html                                	  26	  19	   9	     9	   78	   69	   56	    56	     661	      606	      462	        462	     717	      660	      513	        513	
window/setwindowtitle.html                                	  30	  20	   8	     8	   81	   68	   53	    53	     756	      678	      477	        477	     813	      732	      528	        528	
window/smartwindowrefresh.html                            	  24	  18	   9	     9	  123	  115	   96	    96	     747	      693	      565	        565	     850	      794	      656	        656	
window/stickywindow.html                                  	  21	  14	   7	     7	   86	   77	   61	    61	     542	      485	      380	        380	     611	      552	      438	        438	
window/UnbindEvent.html                                   	  49	  40	  10	    10	  167	  155	   54	    54	    1634	     1563	      507	        507	    1764	     1690	      559	        559	
window/waitwindowevent.html                               	  53	  45	  26	    26	  276	  266	  242	   242	    2453	     2387	     2009	       2009	    2704	     2636	     2249	       2249	
window/windowbounds.html                                  	  40	  32	  24	    24	  243	  233	  221	   221	    1677	     1613	     1462	       1462	    1889	     1823	     1667	       1667	
window/windowevent.html                                   	  88	  82	  42	    42	  529	  521	  478	   478	    3880	     3831	     3227	       3227	    4453	     4402	     3793	       3793	
window/windowheight.html                                  	  27	  20	  10	    10	   92	   82	   53	    53	     697	      638	      459	        459	     767	      705	      507	        507	
window/windowid.html                                      	  20	  14	   4	     4	   57	   49	   16	    16	     448	      396	      170	        170	     488	      434	      186	        186	
window/windowmousex.html                                  	  28	  20	  11	    11	  126	  116	  101	   101	    1036	      970	      763	        763	    1148	     1080	      867	        867	
window/windowmousey.html                                  	  27	  20	   7	     7	  125	  116	   48	    48	    1037	      978	      322	        322	    1149	     1088	      367	        367	
window/windowoutput.html                                  	  55	  46	  22	    22	  288	  277	  214	   214	    2599	     2526	     1699	       1699	    2888	     2813	     1950	       1950	
window/windowwidth.html                                   	  27	  20	   9	     9	   92	   82	   50	    50	     691	      632	      427	        427	     761	      699	      473	        473	
window/windowx.html                                       	  27	  20	  11	    11	  104	   94	   74	    74	     712	      653	      522	        522	     794	      732	      590	        590	
window/windowy.html                                       	  26	  19	  10	    10	  102	   92	   71	    71	     670	      611	      479	        479	     749	      687	      543	        543	
window3d/closewindow3d.html                               	  18	  12	  10	    10	   50	   43	   38	    38	     401	      353	      319	        319	     434	      385	      348	        348	
window3d/disablewindow3d.html                             	  21	  14	   8	     8	   53	   44	   21	    21	     437	      380	      246	        246	     473	      414	      263	        263	
window3d/eventgadget3d.html                               	  20	  12	   9	     9	   54	   43	   40	    40	     510	      446	      398	        398	     549	      482	      434	        434	
window3d/eventtype3d.html                                 	  32	  24	  14	    14	   89	   78	   67	    67	     881	      817	      646	        646	     954	      887	      716	        716	
window3d/eventwindow3d.html                               	  17	  10	   7	     7	   46	   37	   34	    34	     411	      354	      310	        310	     445	      386	      342	        342	
window3d/getactivewindow3d.html                           	  23	  14	  11	    11	   70	   58	   55	    55	     568	      497	      447	        447	     620	      546	      496	        496	
window3d/getwindowtitle3d.html                            	  23	  15	  10	    10	   69	   58	   49	    49	     561	      495	      416	        416	     611	      542	      459	        459	
window3d/hidewindow3d.html                                	  21	  14	   8	     8	   50	   41	   26	    26	     415	      358	      268	        268	     448	      389	      290	        290	
window3d/index.html                                       	  60	  55	  32	    32	  162	  154	   83	    83	    1691	     1641	     1025	       1025	    1791	     1737	     1076	       1076	
